gene	tot_nsample
ASAH2C	10
ASAH2C_ENST00000426610	10
ASAP1	127
ASAP2	86
ASAP3	58
ASB1	24
ASB10	41
ASB10_ENST00000377867	9
ASB10_ENST00000420175	39
ASB10_ENST00000422024	14
ASB11	53
ASB11_ENST00000537676	28
ASB12	50
ASB12_ENST00000362002	50
ASB13	25
ASB14	19
ASB14_ENST00000487349	25
ASB15	18
ASB15_ENST00000451558	58
ASB16	34
ASB17	48
ASB18	11
ASB18_ENST00000409749	22
ASB2	70
ASB3	43
ASB4	48
ASB5	78
ASB6	34
ASB7	31
ASB8	27
ASB9	23
ASB9_ENST00000380488	21
ASCC1	17
ASCC1_ENST00000545550	1
ASCC2	50
ASCC3	185
ASCC3_ENST00000369143	6
ASCL1	16
ASCL2	3
ASCL3	19
ASCL4	27
ASF1A	19
ASF1B	12
ASGR1	15
ASGR1_ENST00000380920	2
ASGR2	32
ASH1L	269
ASH2L	58
ASIP	6
ASL	36
ASMT	31
ASMTL	45
ASMTL_ENST00000381317	10
ASNA1	20
ASNS	28
ASNS_ENST00000394309	51
ASNSD1	59
ASPA	35
ASPDH	11
ASPDH_ENST00000389208	15
ASPG	41
ASPH	69
ASPH_ENST00000379449	5
ASPH_ENST00000389204	8
ASPHD1	25
ASPHD2	34
ASPHD2_ENST00000215906	3
ASPM	431
ASPN	50
ASPRV1	43
ASPSCR1	4
ASPSCR1_ENST00000306729	22
ASRGL1	21
ASS1	33
ASTE1	62
ASTL	58
ASTN1	297
ASTN2	203
ASTN2_ENST00000288520	17
ASTN2_ENST00000313400	2
ASTN2_ENST00000361477	33
ASXL1	847
ASXL2	80
ASXL2_ENST00000435504	126
ASXL3	131
ASXL3_ENST00000269197	270
ASZ1	51
ATAD1	33
ATAD2	158
ATAD2B	1
ATAD2B_ENST00000238789	106
ATAD3A	37
ATAD3B	49
ATAD3B_ENST00000378741	14
ATAD3C	22
ATAD5	137
ATAT1	13
ATAT1_ENST00000330083	13
ATCAY	39
ATCAY_ENST00000450849	43
ATE1	34
ATE1_ENST00000224652	33
ATF1	4
ATF1_ENST00000262053	27
ATF2	45
ATF3	13
ATF3_ENST00000366983	6
ATF4	24
ATF5	23
ATF6	83
ATF6B	41
ATF7	25
ATF7_ENST00000328463	24
ATF7IP	128
ATF7IP2	3
ATF7IP2_ENST00000396560	31
ATG10	24
ATG12	10
ATG13	26
ATG13_ENST00000528494	24
ATG14	31
ATG16L1	65
ATG16L1_ENST00000334050	29
ATG16L2	24
ATG2A	124
ATG2B	150
ATG3	23
ATG4A	33
ATG4A_ENST00000372232	35
ATG4B	33
ATG4C	47
ATG4C_ENST00000317868	47
ATG4D	48
ATG5	22
ATG7	49
ATG9A	50
ATG9B	50
ATHL1	40
ATHL1_ENST00000409548	32
ATIC	8
ATIC_ENST00000236959	82
ATL1	43
ATL2	44
ATL3	26
ATM	1001
ATM_ENST00000278616	538
ATMIN	48
ATN1	91
ATOH1	38
ATOH7	5
ATOH8	16
ATOX1	2
ATOX1_ENST00000524142	2
ATP10A	276
ATP10B	199
ATP10D	152
ATP11A	111
ATP11A_ENST00000375630	99
ATP11B	108
ATP11C	172
ATP11C_ENST00000361648	124
ATP12A	151
ATP13A1	73
ATP13A2	80
ATP13A3	92
ATP13A4	110
ATP13A4_ENST00000295548	12
ATP13A5	152
ATP1A1	82
ATP1A2	153
ATP1A3	101
ATP1A4	158
ATP1B1	24
ATP1B2	23
ATP1B3	15
ATP1B4	59
ATP2A1	109
ATP2A2	73
ATP2A3	91
ATP2A3_ENST00000352011	26
ATP2B1	107
ATP2B1_ENST00000359142	72
ATP2B2	167
ATP2B2_ENST00000360273	116
ATP2B3	132
ATP2B3_ENST00000263519	134
ATP2B3_ENST00000349466	129
ATP2B3_ENST00000370186	129
ATP2B4	112
ATP2B4_ENST00000367218	103
ATP2C1	78
ATP2C1_ENST00000393221	8
ATP2C2	72
ATP4A	122
ATP4B	36
ATP5A1	47
ATP5B	43
ATP5C1	31
ATP5D	4
ATP5E	6
ATP5EP2	1
ATP5EP2_ENST00000381026	3
ATP5F1	18
ATP5G1	6
ATP5G1P5	3
ATP5G2	15
ATP5G3	8
ATP5H	5
ATP5I	4
ATP5J	6
ATP5J_ENST00000400099	5
ATP5J2	14
ATP5L	9
ATP5L2	4
ATP5L2_ENST00000505920	4
ATP5O	8
ATP5S	18
ATP5S_ENST00000358473	7
ATP5SL	17
ATP6AP1	43
ATP6AP1L	29
ATP6AP2	12
ATP6AP2_ENST00000378438	20
ATP6V0A1	57
ATP6V0A2	60
ATP6V0A4	82
ATP6V0B	20
ATP6V0C	7
ATP6V0D1	22
ATP6V0D2	53
ATP6V0E1	3
ATP6V0E2	3
ATP6V0E2_ENST00000421974	3
ATP6V0E2_ENST00000456496	5
ATP6V0E2L	1
ATP6V1A	65
ATP6V1B1	61
ATP6V1B2	34
ATP6V1C1	30
ATP6V1C2	34
ATP6V1C2_ENST00000272238	34
ATP6V1D	19
ATP6V1E1	23
ATP6V1E2	25
ATP6V1F	11
ATP6V1G1	12
ATP6V1G2	14
ATP6V1G3	9
ATP6V1G3_ENST00000281087	14
ATP6V1H	33
ATP6V1H_ENST00000359530	25
ATP7A	125
ATP7A_ENST00000341514	117
ATP7B	114
ATP8A1	95
ATP8A1_ENST00000264449	81
ATP8A2	171
ATP8B1	122
ATP8B2	117
ATP8B2_ENST00000368487	35
ATP8B3	85
ATP8B3_ENST00000525591	19
ATP8B4	154
ATP9A	133
ATP9B	93
ATPAF1	35
ATPAF2	15
ATPBD4	17
ATPBD4_ENST00000440392	8
ATPIF1	7
ATR	271
ATRIP	41
ATRN	107
ATRNL1	191
ATRX	340
ATRX_ENST00000373344	286
ATXN1	109
ATXN10	33
ATXN1L	19
ATXN2	91
ATXN2L	75
ATXN2L_ENST00000395547	82
ATXN3	38
ATXN3L	63
ATXN7	73
ATXN7_ENST00000398590	62
ATXN7L1	9
ATXN7L1_ENST00000388807	6
ATXN7L1_ENST00000419735	41
ATXN7L2	55
ATXN7L3	30
ATXN7L3B	1
AUH	32
AUNIP	1
AUP1	29
AURKA	37
AURKAIP1	10
AURKB	20
AURKB_ENST00000316199	26
AURKC	52
AURKC_ENST00000302804	43
AUTS2	149
AUTS2_ENST00000403018	11
AVEN	27
AVIL	57
AVL9	41
AVL9_ENST00000404479	24
AVP	8
AVPI1	16
AVPR1A	82
AVPR1B	43
AVPR2	43
AWAT1	42
AWAT1_ENST00000374521	29
AWAT2	32
AXDND1	132
AXIN1	256
AXIN2	90
AXL	105
AZGP1	39
AZI1	81
AZI1_ENST00000450824	70
AZI2	31
AZIN1	26
AZU1	30
B2M	88
B3GALNT1	33
B3GALNT2	37
B3GALT1	45
B3GALT2	46
B3GALT4	27
B3GALT5	38
B3GALT6	4
B3GALTL	45
B3GAT1	49
B3GAT2	31
B3GAT3	23
B3Gn	7
B3GNT1	26
B3GNT2	31
B3GNT3	38
B3GNT4	36
B3GNT5	24
B3GNT6	30
B3GNT7	36
B3GNT8	18
B3GNT9	27
B3GNTL1	30
B4GALNT1	52
B4GALNT2	60
B4GALNT3	61
B4GALNT4	83
B4GALT1	24
B4GALT2	29
B4GALT3	37
B4GALT4	32
B4GALT5	36
B4GALT6	43
B4GALT7	22
B7	35
B9D1	5
B9D2	8
BAALC	14
BAAT	49
BABAM1	13
BACE1	33
BACE2	44
BACH1	64
BACH2	115
BACH2_ENST00000257749	105
BAD	8
BAG1	24
BAG2	9
BAG3	42
BAG4	34
BAG5	37
BAG5_ENST00000337322	2
BAG6	55
BAG6_ENST00000404765	8
BAHCC1	111
BAHD1	61
BAI1	152
BAI2	118
BAI3	414
BAIAP2	37
BAIAP2_ENST00000321300	24
BAIAP2L1	60
BAIAP2L2	41
BAIAP3	81
BAK1	11
BAMBI	31
BANF1	8
BANF2	11
BANF2_ENST00000545418	1
BANK1	87
BANP	37
BANP_ENST00000393207	29
BAP1	251
BARD1	70
BARD1_ENST00000260947	48
BARHL1	31
BARHL2	64
BARX1	9
BARX2	32
BASP1	26
BAT2D1	174
BAT2D1_ENST00000392078	195
BATF	12
BATF2	21
BATF3	14
BAX	40
BAX_ENST00000345358	32
BAZ1A	126
BAZ1B	144
BAZ2A	81
BAZ2A_ENST00000379441	91
BAZ2A_ENST00000551812	94
BAZ2B	187
BBC3	7
BBC3_ENST00000449228	9
BBOX1	41
BBS1	54
BBS10	43
BBS12	58
BBS2	66
BBS4	32
BBS5	27
BBS7	56
BBS9	94
BBS9_ENST00000242067	88
BBX	101
BBX_ENST00000325805	54
BCAM	47
BCAN	114
BCAN_ENST00000361588	60
BCAP29	44
BCAP31	17
BCAP31_ENST00000458587	16
BCAR1	70
BCAR1_ENST00000393420	60
BCAR1_ENST00000418647	54
BCAR3	62
BCAS1	71
BCAS1_ENST00000411563	1
BCAS2	21
BCAS3	86
BCAS4	10
BCAS4_ENST00000358791	10
BCAS4_ENST00000371608	12
BCAT1	44
BCAT2	33
BCCIP	27
BCCIP_ENST00000278100	25
BCDIN3D	19
BCHE	132
BCKDHA	38
BCKDHB	31
BCKDK	21
BCKDK_ENST00000394951	27
BCL10	37
BCL11A	143
BCL11A_ENST00000356842	120
BCL11A_ENST00000359629	29
BCL11B	108
BCL2	139
BCL2_ENST00000398117	115
BCL2_ENST00000444484	15
BCL2A1	20
BCL2A1_ENST00000335661	9
BCL2L1	21
BCL2L10	10
BCL2L11	28
BCL2L11_ENST00000337565	6
BCL2L12	14
BCL2L13	24
BCL2L14	21
BCL2L14_ENST00000266434	13
BCL2L14_ENST00000396369	11
BCL2L15	14
BCL2L2	15
BCL3	28
BCL6	110
BCL6B	36
BCL6B_ENST00000293805	47
BCL7A	32
BCL7B	16
BCL7C	16
BCL7C_ENST00000380317	11
BCL9	7
BCL9_ENST00000234739	136
BCL9L	127
BCL9L_ENST00000392849	120
BCLAF1	9
BCLAF1_ENST00000531224	183
BCMO1	46
BCO2	45
BCOR	236
BCOR_ENST00000378444	88
BCORL1	209
BCORP1	1
BCR	70
BCS1L	21
BDH1	26
BDH2	19
BDKRB1	40
BDKRB2	51
BDNF	34
BDNF_ENST00000438929	29
BDP1	198
BEAN1	6
BECN1	21
BEGAIN	29
BEND2	101
BEND3	73
BEND4	62
BEND5	36
BEND5_ENST00000371833	37
BEND6	33
BEND7	48
BEND7_ENST00000378605	38
BEST1	46
BEST1_ENST00000449131	36
BEST2	32
BEST3	36
BEST3_ENST00000266661	2
BEST3_ENST00000330891	79
BEST4	18
BET1	12
BET1L	3
BET1L_ENST00000382762	4
BET3L	9
BET3L_ENST00000368602	9
BEX1	22
BEX1_ENST00000372728	15
BEX2	13
BEX2_ENST00000536889	12
BEX4	15
BEX5	14
BFAR	38
BFSP1	52
BFSP2	45
BGLAP	10
BGN	41
BHLHA15	12
BHLHA9	1
BHLHB9	57
BHLHE22	22
BHLHE23	3
BHLHE40	30
BHLHE41	18
BHMT	52
BHMT2	38
BICC1	123
BICD1	84
BICD2	68
BID	3
BID_ENST00000317361	16
BIK	11
BIN1	56
BIN1_ENST00000259238	28
BIN2	49
BIN3	16
BIRC2	51
BIRC3	46
BIRC5	10
BIRC5_ENST00000301633	9
BIRC5_ENST00000374948	8
BIRC6	401
BIRC6_ENST00000421745	385
BIRC7	26
BIRC8	52
BIVM	42
BLCAP	6
BLID	20
BLK	63
BLM	120
BLMH	39
BLNK	38
BLOC1S1	7
BLOC1S1_ENST00000548925	6
BLOC1S2	12
BLOC1S3	4
BLVRA	26
BLVRB	11
BLZF1	55
BMF	16
BMI1	33
BMP1	74
BMP1_ENST00000306349	47
BMP1_ENST00000354870	2
BMP10	69
BMP15	55
BMP2	43
BMP2K	23
BMP2K_ENST00000335016	87
BMP2K_ENST00000502871	43
BMP2KL	14
BMP3	54
BMP4	45
BMP5	86
BMP6	60
BMP7	58
BMP8A	23
BMP8B	21
BMPER	123
BMPR1A	61
BMPR1A_ENST00000224764	56
BMPR1B	59
BMPR1B_ENST00000515059	48
BMPR2	141
BMS1	127
BMX	71
BNC1	140
BNC2	167
BNIP1	26
BNIP2	20
BNIP2_ENST00000267859	4
BNIP3	13
BNIP3L	6
BNIPL	17
BNIPL_ENST00000368931	20
BOC	135
BOD1	15
BOD1L	275
BOD1L2	1
BOK	15
BOLA1	26
BOLA3	8
BOLL	34
BOLL_ENST00000321801	30
BOP1	6
BPGM	14
BPHL	25
BPI	59
BPIL1	52
BPIL2	70
BPIL3	74
BPNT1	29
BPTF	195
BPTF_ENST00000335221	180
BRAF	20454
BRAP	38
BRAT1	52
BRCA1	241
BRCA1_ENST00000471181	12
BRCA2	421
BRCA2_ENST00000544455	363
BRCC3	41
BRD1	85
BRD1_ENST00000342989	55
BRD2_ENST00000395289	60
BRD3	3
BRD3_ENST00000303407	67
BRD4	63
BRD4_ENST00000263377	101
BRD7	57
BRD8	108
BRD8_ENST00000230901	65
BRD9	56
BRD9_ENST00000467963	52
BRDT	118
BRE	56
BRE_ENST00000342045	54
BRE_ENST00000379632	44
BRF1	54
BRF1_ENST00000440513	41
BRF2	32
BRI3	7
BRI3BP	18
BRIP1	129
BRIP1_ENST00000259008	102
BRIX1	20
BRK1	4
BRMS1	23
BRMS1_ENST00000425825	19
BRMS1L	26
BROX	39
BRP44	11
BRP44L	7
BRPF1	99
BRPF3	93
BRS3	58
BRSK1	95
BRSK1_ENST00000309383	91
BRSK2	28
BRSK2_ENST00000308219	55
BRSK2_ENST00000382179	4
BRWD1	155
BRWD1_ENST00000333229	167
BRWD3	226
BSCL2	33
BSDC1	30
BSDC1_ENST00000446293	20
BSG	28
BSG_ENST00000346916	19
BSN	264
BSND	34
BSPH1	6
BSPRY	20
BST1	28
BST2	25
BSX	24
BTAF1	140
BTBD1	33
BTBD10	35
BTBD11	117
BTBD16	40
BTBD17	25
BTBD18	14
BTBD18_ENST00000422652	14
BTBD19	8
BTBD19_ENST00000450269	8
BTBD2	28
BTBD3	92
BTBD6	23
BTBD7	86
BTBD7_ENST00000298896	22
BTBD8	31
BTBD9	37
BTBD9_ENST00000403056	47
BTC	22
BTD	49
BTF3	8
BTF3L1	4
BTF3L4	16
BTG1	29
BTG2	18
BTG3	24
BTG4	3
BTG4_ENST00000356018	20
BTK	82
BTLA	20
BTN1A1	65
BTN2A1	61
BTN2A1_ENST00000265424	55
BTN2A2	63
BTN2A2_ENST00000432533	26
BTN2A3	38
BTN3A1	51
BTN3A1_ENST00000476549	23
BTN3A2	24
BTN3A2_ENST00000527422	12
BTN3A3	55
BTNL2	47
BTNL3	51
BTNL8	48
BTNL8_ENST00000340184	50
BTNL9	51
BTRC	62
BUB1	92
BUB1B	64
BUB3	23
BUB3_ENST00000368865	18
BUD13	37
BUD31	10
BVES	32
BX088651	1
BX284668	1
BYSL	15
BZRAP1	120
BZRAP1_ENST00000355701	123
BZW1	22
BZW1_ENST00000452790	22
BZW2	29
C10orf10	6
C10orf105	7
C10orf105_ENST00000441508	6
C10orf107	23
C10orf108	1
C10orf108_ENST00000381489	1
C10orf11	18
C10orf111	10
C10orf112	10
C10orf113	15
C10orf113_ENST00000377118	15
C10orf114	11
C10orf116	3
C10orf118	68
C10orf12	94
C10orf120	48
C10orf122	15
C10orf122_ENST00000368821	14
C10orf125	5
C10orf125_ENST00000368552	5
C10orf126	2
C10orf128	17
C10orf129	16
C10orf129_ENST00000341686	36
C10orf131	5
C10orf131_ENST00000423344	4
C10orf137	119
C10orf137_ENST00000356792	19
C10orf140	72
C10orf140_ENST00000449193	73
C10orf18	159
C10orf2	61
C10orf25	10
C10orf26	22
C10orf27	47
C10orf28	68
C10orf31	2
C10orf32	3
C10orf35	19
C10orf46	33
C10orf47	14
C10orf53	13
C10orf53_ENST00000374111	3
C10orf54	30
C10orf55	8
C10orf55_ENST00000409178	7
C10orf57	7
C10orf58	23
C10orf6	71
C10orf61	31
C10orf62	16
C10orf64	16
C10orf67	19
C10orf67_ENST00000376500	2
C10orf68	66
C10orf71	1
C10orf71_ENST00000323868	68
C10orf71_ENST00000374144	102
C10orf76	45
C10orf81	33
C10orf81_ENST00000369312	37
C10orf82	12
C10orf82_ENST00000388884	14
C10orf88	32
C10orf90	119
C10orf91	16
C10orf92	55
C10orf93	34
C10orf93_ENST00000368582	31
C10orf95	5
C10orf96	39
C10orf99	7
C11orf1	15
C11orf10	10
C11orf16	41
C11orf2	37
C11orf20	4
C11orf21	6
C11orf21_ENST00000456145	5
C11orf24	33
C11orf30	116
C11orf31	2
C11orf34	3
C11orf34_ENST00000338832	3
C11orf35	20
C11orf40	24
C11orf41	126
C11orf41_ENST00000321505	177
C11orf42	35
C11orf44	6
C11orf45	13
C11orf46	23
C11orf47	37
C11orf48	14
C11orf49	21
C11orf49_ENST00000378618	12
C11orf51	3
C11orf52	5
C11orf53	16
C11orf54	23
C11orf55	3
C11orf57	39
C11orf58	13
C11orf61	16
C11orf63	105
C11orf65	26
C11orf66	38
C11orf67	11
C11orf68	7
C11orf68_ENST00000438576	8
C11orf70	27
C11orf71	7
C11orf72	6
C11orf73	9
C11orf74	21
C11orf75	4
C11orf80	28
C11orf82	68
C11orf83	11
C11orf84	31
C11orf85	18
C11orf86	7
C11orf87	36
C11orf88	18
C11orf88_ENST00000332814	15
C11orf89	1
C11orf9	73
C11orf92	4
C11orf93	10
C11orf94	12
C11orf96	2
C12orf10	29
C12orf11	70
C12orf12	66
C12orf23	7
C12orf24	14
C12orf26	37
C12orf29	18
C12orf32	10
C12orf34	26
C12orf35	126
C12orf36	17
C12orf37	5
C12orf39	16
C12orf4	51
C12orf40	111
C12orf41	37
C12orf41_ENST00000420613	41
C12orf42	44
C12orf43	28
C12orf44	9
C12orf45	10
C12orf48	42
C12orf49	14
C12orf5	27
C12orf50	59
C12orf51	213
C12orf51_ENST00000377560	228
C12orf52	17
C12orf53	18
C12orf54	10
C12orf55	4
C12orf56	39
C12orf57	10
C12orf59	21
C12orf60	31
C12orf61	3
C12orf62	2
C12orf63	116
C12orf64	16
C12orf65	13
C12orf66	28
C12orf67	14
C12orf68	11
C12orf69	13
C12orf70	14
C12orf70_ENST00000416383	14
C12orf71	20
C12orf73	3
C12orf74	16
C12orf75	1
C12orf76	10
C12orf77	17
C13orf15	5
C13orf16	11
C13orf23	81
C13orf26	37
C13orf27	21
C13orf30	10
C13orf31	31
C13orf33	25
C13orf34	33
C13orf35	13
C13orf36	14
C13orf40	129
C14orf1	12
C14orf101	57
C14orf102	87
C14orf104	17
C14orf105	23
C14orf109	6
C14orf109_ENST00000415050	8
C14orf118	51
C14orf118_ENST00000312858	32
C14orf119	6
C14orf126	18
C14orf129	11
C14orf135	57
C14orf135_ENST00000406854	54
C14orf142	5
C14orf147	6
C14orf148	11
C14orf149	19
C14orf153	9
C14orf159	51
C14orf162	1
C14orf166	23
C14orf166B	43
C14orf166B_ENST00000216453	2
C14orf167	1
C14orf173	17
C14orf176	6
C14orf176_ENST00000418511	6
C14orf177	27
C14orf178	10
C14orf180	11
C14orf181	12
C14orf182	8
C14orf183	9
C14orf2	3
C14orf2_ENST00000414262	4
C14orf20	12
C14orf21	47
C14orf23	4
C14orf28	31
C14orf37	74
C14orf38	34
C14orf39	69
C14orf43	93
C14orf45	10
C14orf45_ENST00000394009	22
C14orf48	10
C14orf49	91
C14orf50	32
C14orf79	13
C14orf80	7
C14orf80_ENST00000392522	9
C14orf93	30
C15orf17	4
C15orf2	310
C15orf23	32
C15orf24	19
C15orf26	32
C15orf27	29
C15orf29	18
C15orf32	21
C15orf33	54
C15orf37	6
C15orf38	21
C15orf39	60
C15orf40	8
C15orf40_ENST00000451195	8
C15orf41	22
C15orf42	116
C15orf43	18
C15orf44	26
C15orf48	8
C15orf52	44
C15orf53	12
C15orf54	16
C15orf55	7
C15orf55_ENST00000333756	95
C15orf56	3
C15orf57	12
C15orf57_ENST00000558750	6
C15orf58	17
C15orf59	36
C15orf60	25
C15orf61	2
C15orf62	2
C15orf63	6
C16orf11	27
C16orf13	3
C16orf13_ENST00000397666	4
C16orf3	14
C16orf42	12
C16orf45	22
C16orf46	30
C16orf46_ENST00000378611	19
C16orf47	4
C16orf47_ENST00000358463	4
C16orf48	21
C16orf5	14
C16orf53	10
C16orf54	18
C16orf55	5
C16orf57	27
C16orf58	21
C16orf58_ENST00000430477	1
C16orf59	11
C16orf61	3
C16orf62	70
C16orf62_ENST00000438132	63
C16orf62_ENST00000538853	1
C16orf7	27
C16orf70	33
C16orf71	36
C16orf72	24
C16orf73	16
C16orf73_ENST00000412554	23
C16orf74	3
C16orf78	44
C16orf79	16
C16orf80	13
C16orf85	10
C16orf86	10
C16orf86_ENST00000403458	10
C16orf87	14
C16orf88	39
C16orf89	33
C16orf89_ENST00000422873	31
C16orf90	4
C16orf90_ENST00000437192	12
C16orf91	19
C16orf92	11
C16orf93	17
C16orf93_ENST00000543610	10
C16orf95	1
C16orf96	27
C17orf100	4
C17orf101	35
C17orf101_ENST00000313056	24
C17orf102	23
C17orf103	6
C17orf103_ENST00000399011	6
C17orf104	72
C17orf105	3
C17orf107	4
C17orf107_ENST00000381365	4
C17orf108	3
C17orf109	2
C17orf28	53
C17orf37	11
C17orf38	43
C17orf39	17
C17orf42	26
C17orf46	25
C17orf47	53
C17orf48	18
C17orf49	10
C17orf49_ENST00000546495	8
C17orf49_ENST00000547302	2
C17orf50	3
C17orf51	9
C17orf51_ENST00000391411	9
C17orf53	50
C17orf55	10
C17orf56	25
C17orf57	88
C17orf58	6
C17orf58_ENST00000449250	9
C17orf59	10
C17orf59_ENST00000389017	9
C17orf61	6
C17orf62	13
C17orf62_ENST00000342572	9
C17orf63	25
C17orf63_ENST00000341217	27
C17orf64	10
C17orf64_ENST00000269127	9
C17orf65	5
C17orf66	50
C17orf67	12
C17orf70	41
C17orf70_ENST00000327787	32
C17orf72	3
C17orf72_ENST00000425164	3
C17orf74	50
C17orf75	1
C17orf75_ENST00000225805	21
C17orf76	9
C17orf77	22
C17orf78	22
C17orf79	10
C17orf80	33
C17orf81	15
C17orf81_ENST00000396628	20
C17orf82	9
C17orf82_ENST00000335108	7
C17orf85	26
C17orf85_ENST00000389005	26
C17orf87	9
C17orf90	10
C17orf91	1
C17orf97	32
C17orf97_ENST00000360127	40
C17orf98	31
C18orf1	52
C18orf1_ENST00000359446	28
C18orf10	20
C18orf19	34
C18orf21	14
C18orf25	26
C18orf26	20
C18orf32	8
C18orf34	132
C18orf34_ENST00000383096	131
C18orf42	1
C18orf45	11
C18orf54	37
C18orf55	16
C18orf56	2
C18orf62	16
C18orf63	4
C18orf8	50
C19orf10	9
C19orf12	2
C19orf12_ENST00000392278	15
C19orf16	30
C19orf18	21
C19orf2	80
C19orf20	4
C19orf21	49
C19orf22	11
C19orf24	1
C19orf24_ENST00000409293	5
C19orf25	3
C19orf26	24
C19orf26_ENST00000382477	2
C19orf28	29
C19orf29	44
C19orf29_ENST00000429344	45
C19orf33	8
C19orf34	9
C19orf35	15
C19orf38	7
C19orf38_ENST00000397820	7
C19orf39	18
C19orf40	17
C19orf42	6
C19orf43	11
C19orf44	42
C19orf45	34
C19orf46	31
C19orf47	29
C19orf47_ENST00000582783	26
C19orf48	10
C19orf50	7
C19orf51	40
C19orf52	2
C19orf53	13
C19orf54	12
C19orf55	38
C19orf56	7
C19orf57	33
C19orf59	13
C19orf6	23
C19orf60	4
C19orf62	17
C19orf63	9
C19orf63_ENST00000376918	10
C19orf66	14
C19orf67	1
C19orf68	4
C19orf69	4
C19orf70	4
C19orf71	12
C19orf73	6
C19orf73_ENST00000408991	6
C19orf75	28
C19orf76	5
C19orf77	3
C19orf77_ENST00000215531	3
C19orf80	7
C19orf81	1
C1D	10
C1GALT1	21
C1GALT1C1	20
C1orf100	27
C1orf101	79
C1orf101_ENST00000366534	65
C1orf105	18
C1orf106	45
C1orf109	11
C1orf110	22
C1orf111	23
C1orf112	69
C1orf114	61
C1orf115	6
C1orf116	62
C1orf122	7
C1orf123	9
C1orf124	49
C1orf127	72
C1orf127_ENST00000377004	41
C1orf129	92
C1orf129_ENST00000367759	69
C1orf130	6
C1orf131	24
C1orf135	11
C1orf141	50
C1orf144	5
C1orf144_ENST00000401088	6
C1orf146	18
C1orf147	4
C1orf150	28
C1orf150_ENST00000366490	4
C1orf151	4
C1orf158	26
C1orf159	7
C1orf162	12
C1orf164	42
C1orf167	1
C1orf167_ENST00000433342	4
C1orf168	81
C1orf170	5
C1orf172	34
C1orf173	335
C1orf174	17
C1orf177	35
C1orf182	8
C1orf183	22
C1orf185	7
C1orf185_ENST00000371759	7
C1orf186	21
C1orf187	33
C1orf189	16
C1orf190	13
C1orf192	14
C1orf194	13
C1orf198	27
C1orf200	18
C1orf201	28
C1orf201_ENST00000374409	23
C1orf204	5
C1orf204_ENST00000368102	5
C1orf21	5
C1orf210	8
C1orf212	15
C1orf213	7
C1orf216	14
C1orf218	20
C1orf220	9
C1orf222	18
C1orf226	21
C1orf226_ENST00000426197	20
C1orf227	9
C1orf228	14
C1orf229	2
C1orf233	1
C1orf27	20
C1orf27_ENST00000287859	17
C1orf31	8
C1orf34	33
C1orf35	16
C1orf38	15
C1orf38_ENST00000373921	31
C1orf43	19
C1orf43_ENST00000368521	17
C1orf49	22
C1orf49_ENST00000367643	16
C1orf50	21
C1orf50_ENST00000536543	2
C1orf51	31
C1orf52	15
C1orf53	9
C1orf53_ENST00000367393	9
C1orf54	18
C1orf55	35
C1orf55_ENST00000272091	28
C1orf56	23
C1orf61	14
C1orf61_ENST00000368242	1
C1orf63	16
C1orf64	14
C1orf65	66
C1orf67	25
C1orf68	18
C1orf74	30
C1orf84	13
C1orf85	39
C1orf86	12
C1orf86_ENST00000378545	1
C1orf86_ENST00000400919	2
C1orf87	49
C1orf88	22
C1orf9	94
C1orf9_ENST00000367723	96
C1orf93	9
C1orf94	70
C1orf94_ENST00000488417	59
C1orf95	16
C1orf96	13
C1QA	27
C1QB	36
C1QBP	12
C1QC	30
C1QL1	16
C1QL2	25
C1QL3	25
C1QL4	11
C1QTNF1	26
C1QTNF1_ENST00000339142	33
C1QTNF2	30
C1QTNF3	29
C1QTNF4	15
C1QTNF5	12
C1QTNF6	30
C1QTNF7	35
C1QTNF8	15
C1QTNF9	21
C1QTNF9B	26
C1R	47
C1RL	35
C1S	75
C2	43
C20orf103	48
C20orf106	24
C20orf107	17
C20orf108	13
C20orf11	17
C20orf111	25
C20orf112	37
C20orf112_ENST00000201961	1
C20orf114	51
C20orf118	20
C20orf12	56
C20orf132	16
C20orf132_ENST00000343811	14
C20orf132_ENST00000400441	60
C20orf133	48
C20orf134	6
C20orf134_ENST00000330271	6
C20orf141	20
C20orf144	4
C20orf151	33
C20orf152	39
C20orf160	33
C20orf160_ENST00000300415	25
C20orf165	11
C20orf166	14
C20orf173	11
C20orf173_ENST00000246199	3
C20orf177	52
C20orf185	58
C20orf186	87
C20orf191	20
C20orf194	77
C20orf195	20
C20orf196	15
C20orf196_ENST00000378979	1
C20orf197	14
C20orf20	17
C20orf201	4
C20orf202	5
C20orf202_ENST00000400633	5
C20orf24	9
C20orf24_ENST00000342422	8
C20orf26	169
C20orf27	17
C20orf29	19
C20orf3	33
C20orf30	11
C20orf30_ENST00000342308	12
C20orf4	30
C20orf43	28
C20orf46	23
C20orf54	37
C20orf62	4
C20orf7	25
C20orf70	37
C20orf71	35
C20orf72	24
C20orf78	2
C20orf79	15
C20orf80	165
C20orf85	26
C20orf94	25
C20orf96	25
C21orf119	2
C21orf119_ENST00000534991	2
C21orf124	16
C21orf128	7
C21orf128_ENST00000329015	7
C21orf13	54
C21orf2	9
C21orf33	18
C21orf34	7
C21orf49	1
C21orf56	9
C21orf56_ENST00000291672	13
C21orf58	24
C21orf59	9
C21orf62	14
C21orf62_ENST00000536776	12
C21orf63	32
C21orf67	3
