chr	start	end
19	8594095	8596095
19	8600154	8602154
19	8603887	8605890
19	8614058	8617705
19	8641197	8643197
19	8648937	8652746
19	8653127	8655435
19	8655856	8657856
19	8659734	8662996
19	8667698	8671224
19	8808019	8810019
19	8840588	8842588
19	8920960	8923721
19	8930902	8932902
19	8952417	8954919
19	9202922	9205396
19	9212137	9214642
19	9225159	9227160
19	9235696	9238554
19	9265706	9267706
19	9268581	9272820
19	9295793	9298079
19	9323678	9326438
19	9360740	9363535
19	9405752	9407752
19	9448897	9454481
19	9491160	9493160
19	9522957	9527374
19	9576359	9579632
19	9581054	9583054
19	9583993	9585993
19	9638377	9642718
19	9676523	9678523
19	9719904	9722383
19	9726815	9728851
19	9762654	9765267
19	9767783	9769783
19	9867152	9870350
19	9873056	9875067
19	9920889	9923206
19	9928218	9930218
19	9964006	9966243
19	9967090	9969464
19	9970375	9972379
19	10072561	10074561
19	10076022	10079759
19	10083856	10085865
19	10086905	10092367
19	10096438	10098438
19	10102699	10105082
19	10105260	10108344
19	10115553	10117553
19	10126846	10128894
19	10131241	10133241
19	10203175	10208002
19	10217222	10222808
19	10223331	10230360
19	10245862	10252528
19	10253460	10255460
19	10258613	10261580
19	10264002	10267542
19	10269719	10271719
19	10273009	10275009
19	10276297	10278310
19	10282803	10284803
19	10333534	10336338
19	10361986	10364356
19	10366496	10371338
19	10393314	10396680
19	10396876	10398876
19	10400888	10407200
19	10420273	10422273
19	10425661	10430876
19	10430883	10434402
19	10438489	10440489
19	10443149	10447640
19	10462599	10465863
19	10466295	10469740
19	10474326	10479975
19	10487966	10489966
19	10502947	10504947
19	10504961	10507724
19	10560275	10562275
19	10569087	10571332
19	10576901	10579151
19	10596370	10598370
19	10601422	10603422
19	10609617	10611682
19	10623756	10625972
19	10653872	10658871
19	10661903	10666992
19	10667294	10672910
19	10686991	10688991
19	10689438	10691438
19	10735347	10737347
19	10741148	10743166
19	10747382	10749382
19	10780670	10783187
19	10790710	10794887
19	10797066	10800972
19	10811828	10813828
19	10821955	10824822
19	10828020	10830020
19	10882239	10884239
19	10885473	10887473
19	10892754	10894754
19	10934741	10936800
19	10940022	10942022
19	10945843	10947843
19	10959996	10962132
19	10981384	10983384
19	11026423	11028423
19	11030331	11032736
19	11033074	11035803
19	11038074	11041346
19	11095003	11097003
19	11097596	11099596
19	11100895	11102929
19	11120096	11122096
19	11122647	11124647
19	11128693	11130702
19	11133286	11137119
19	11149150	11153150
19	11169786	11171786
19	11215270	11218274
19	11220356	11222356
19	11225874	11227874
19	11229817	11232164
19	11232940	11234940
19	11256956	11258956
19	11282681	11286259
19	11286338	11290362
19	11302618	11306178
19	11311692	11315963
19	11318606	11320689
19	11321665	11323665
19	11323950	11328998
19	11331560	11333583
19	11338692	11340692
19	11342968	11344968
19	11345323	11349887
19	11351734	11355248
19	11355277	11357501
19	11357820	11359820
19	11362174	11364634
19	11372095	11374095
19	11407951	11410594
19	11436473	11438473
19	11445172	11447392
19	11460643	11462682
19	11464264	11466311
19	11469367	11472990
19	11473422	11475422
19	11484438	11487684
19	11487725	11490149
19	11491737	11494910
19	11504170	11506170
19	11507144	11509246
19	11509550	11511743
19	11525615	11530925
19	11536779	11538779
19	11540831	11542831
19	11544622	11546713
19	11551158	11553158
19	11555233	11560921
19	11595494	11599691
19	11605808	11607808
19	11616066	11619859
19	11623952	11625952
19	11648741	11650741
19	11659200	11661583
19	11684883	11689111
19	11726950	11729257
19	11831835	11834947
19	11887552	11893255
19	11915914	11918958
19	11941286	11944636
19	11978027	11980254
19	12014694	12016694
19	12057093	12061698
19	12086843	12090223
19	12125147	12127931
19	12153629	12158547
19	12183856	12188906
19	12242900	12244900
19	12245319	12247319
19	12255364	12257865
19	12295697	12299722
19	12382462	12385779
19	12385800	12387867
19	12428452	12431462
19	12459600	12464806
19	12500325	12503908
19	12540048	12544983
19	12573827	12576983
19	12636422	12640482
19	12690497	12693033
19	12738422	12740422
19	12757105	12761800
19	12765592	12770059
19	12773222	12777548
19	12779901	12781901
19	12785879	12787936
19	12789625	12791625
19	12801009	12803059
19	12806062	12808062
19	12811179	12813644
19	12816017	12818017
19	12820515	12823421
19	12824686	12826686
19	12828949	12830949
19	12844397	12846420
19	12848453	12850453
19	12855507	12857507
19	12857795	12859795
19	12862519	12864519
19	12864586	12867725
19	12867839	12869839
19	12873383	12875383
19	12875943	12879909
19	12880747	12883209
19	12885253	12887253
19	12902528	12904528
19	12906938	12908938
19	12909708	12912876
19	12916895	12919266
19	12919886	12921900
19	12935581	12937693
19	12938506	12940506
19	12974741	12976956
19	12979064	12982981
19	12983165	12987918
19	13001172	13003195
19	13003307	13005307
19	13005831	13009204
19	13009875	13012457
19	13040245	13042245
19	13050211	13052211
19	13058028	13060028
19	13064054	13066096
19	13066792	13068811
19	13083270	13085270
19	13134924	13136990
19	13191555	13193555
19	13210508	13212953
19	13215115	13217147
19	13217417	13222063
19	13225851	13228005
19	13245228	13250188
19	13254237	13256237
19	13259315	13261315
19	13263494	13265543
19	13317454	13321306
19	13324139	13326139
19	13337284	13340551
19	13341670	13343670
19	13355070	13357070
19	13365032	13367032
19	13386880	13388880
19	13393119	13396956
19	13408462	13411089
19	13413639	13415639
19	13422537	13424537
19	13564919	13566919
19	13867605	13870786
19	13872436	13877870
19	13878673	13880797
19	13882034	13884049
19	13909566	13911566
19	13927091	13929091
19	13929250	13931250
19	13940255	13942670
19	13987181	13989558
19	13992643	13994643
19	13999273	14002206
19	14023118	14025308
19	14028592	14032721
19	14033225	14035398
19	14036355	14041470
19	14042544	14045799
19	14046211	14048211
19	14064428	14067807
19	14068919	14071706
19	14073384	14077496
19	14082565	14084837
19	14087827	14089827
19	14103595	14105595
19	14138079	14140171
19	14149440	14151440
19	14156283	14158331
19	14163426	14166876
19	14216659	14218659
19	14260847	14264360
19	14265331	14272101
19	14272888	14274888
19	14287369	14289369
19	14498537	14500616
19	14500832	14502832
19	14506213	14508228
19	14511343	14518875
19	14518963	14522898
19	14551251	14553251
19	14573488	14575764
19	14577399	14582470
19	14583776	14585776
19	14592639	14594720
19	14625767	14630117
19	14673482	14678732
19	14693012	14695194
19	14706930	14708944
19	14709546	14711546
19	14742808	14744808
19	14748054	14750131
19	14753986	14755986
19	14757094	14759094
19	14768356	14770356
19	14804878	14806878
19	14814901	14816901
19	14825250	14827952
19	14828345	14830345
19	14861332	14864235
19	14865600	14867600
19	14874401	14878862
19	14882302	14885843
19	14909016	14911752
19	14937184	14939728
19	14950810	14953570
19	14990544	14992887
19	15051420	15054008
19	15066308	15068524
19	15078275	15080275
19	15082664	15084664
19	15120745	15122745
19	15130273	15132443
19	15165025	15167801
19	15197452	15199666
19	15219162	15225482
19	15225840	15231319
19	15232713	15236863
19	15270470	15273139
19	15275889	15277889
19	15279902	15282264
19	15284063	15286063
19	15288971	15292834
19	15296709	15298709
19	15301421	15304245
19	15337359	15339621
19	15348653	15350653
19	15353069	15356286
19	15363970	15365970
19	15374317	15377395
19	15382885	15384885
19	15465173	15467173
19	15470673	15474030
19	15482847	15485753
19	15486787	15488787
19	15507382	15509382
19	15511154	15513320
19	15513355	15515491
19	15533001	15539020
19	15546887	15548887
19	15558026	15560026
19	15561643	15566692
19	15567123	15570449
19	15571091	15573091
19	15573962	15576173
19	15581743	15583833
19	15585440	15587783
19	15635346	15637346
19	15639582	15641647
19	15647714	15649714
19	15650411	15652462
19	15751389	15753389
19	15759901	15761901
19	15768605	15771105
19	15783370	15785436
19	15788151	15790151
19	15806037	15808240
19	15837909	15840380
19	15851200	15854074
19	15904011	15906480
19	15917612	15919834
19	15995791	15997828
19	15999451	16001485
19	16005361	16009389
19	16024585	16026591
19	16034680	16036680
19	16039331	16041331
19	16044076	16046185
19	16059110	16061572
19	16191806	16193806
19	16271283	16273283
19	16274609	16276716
19	16279471	16281471
19	16317904	16319907
19	16338652	16340652
19	16343305	16345305
19	16436788	16438788
19	16471651	16473769
19	16486961	16489033
19	16496040	16498040
19	16512244	16514244
19	16550712	16554012
19	16592496	16594585
19	16600219	16602330
19	16605881	16607881
19	16610613	16615153
19	16629990	16632061
19	16632995	16634995
19	16639639	16642576
19	16642838	16644838
19	16651846	16653846
19	16663613	16667081
19	16685864	16689458
19	16789815	16792283
19	16798021	16800058
19	16858994	16862141
19	16873642	16875666
19	16883055	16885122
19	16898884	16900997
19	16901373	16903374
19	16904351	16906351
19	16909775	16911775
19	16917720	16919875
19	16951624	16953782
19	16956843	16958843
19	16961289	16963289
19	16963966	16965966
19	16972223	16974224
19	16975301	16978364
19	16979639	16983161
19	16988080	16990080
19	16999552	17001980
19	17002939	17004939
19	17006378	17009796
19	17012509	17015386
19	17016923	17018923
19	17035138	17037138
19	17037815	17040769
19	17056947	17058992
19	17067695	17069695
19	17080816	17082816
19	17085869	17089243
19	17099546	17101546
19	17103239	17105239
19	17110277	17112305
19	17114114	17116114
19	17121469	17123469
19	17131902	17133902
19	17168356	17170630
19	17183132	17185132
19	17211814	17214058
19	17262460	17265841
19	17272866	17274866
19	17282768	17284768
19	17285535	17287535
19	17293679	17295679
19	17304428	17307251
19	17307615	17310096
19	17311817	17314005
19	17315083	17318136
19	17321578	17323578
19	17325293	17327293
19	17329035	17331451
19	17336656	17339011
19	17345441	17347854
19	17354759	17356759
19	17360127	17363489
19	17366350	17371531
19	17372531	17376087
19	17378722	17380836
19	17383761	17385818
19	17386354	17388354
19	17388732	17390732
19	17392001	17397577
19	17411187	17413426
19	17416116	17418116
19	17434647	17437102
19	17438151	17440420
19	17443341	17445573
19	17447442	17450958
19	17450962	17453127
19	17475377	17477773
19	17487034	17489034
19	17530033	17532033
19	17533540	17536755
19	17570397	17572406
19	17610189	17612562
19	17614286	17616286
19	17621583	17623751
19	17627096	17629615
19	17630821	17632821
19	17637121	17639129
19	17642146	17645408
19	17652035	17655233
19	17663263	17665263
19	17669176	17672231
19	17677268	17680445
19	17687007	17689007
19	17691043	17693043
19	17719847	17721847
19	17727563	17732515
19	17742623	17744623
19	17749673	17753212
19	17755616	17757616
19	17758442	17760442
19	17766027	17768204
19	17782275	17784288
19	17784510	17786510
19	17798242	17800246
19	17835749	17839795
19	17843026	17846169
19	17872662	17874662
19	17880605	17882668
19	17884061	17887274
19	17887954	17889954
19	17891594	17893594
19	17894630	17896708
19	17917780	17920136
19	17921470	17923470
19	17926675	17928675
19	17936648	17938648
19	17940312	17944327
19	17944495	17947850
19	17948090	17950090
19	17951197	17955641
19	17971986	17973986
19	17982459	17984459
19	17987625	17989625
19	17990709	17992758
19	17993554	17995554
19	18000785	18002800
19	18046309	18048309
19	18053321	18055511
19	18111228	18113228
19	18118542	18122448
19	18182119	18185398
19	18187323	18189323
19	18193264	18195264
19	18196615	18198615
19	18231582	18235148
19	18240336	18242336
19	18244711	18246711
19	18251806	18253806
19	18254353	18256940
19	18257302	18261500
19	18265980	18267980
19	18270321	18274858
19	18279080	18281096
19	18283701	18289671
19	18303805	18305805
19	18305827	18307867
19	18320757	18325216
19	18328002	18333996
19	18367203	18369910
19	18374760	18379284
19	18390470	18392470
19	18419498	18421498
19	18465729	18469230
19	18498106	18500569
19	18506028	18508028
19	18537167	18539795
19	18540663	18544389
19	18544747	18548895
19	18554576	18558592
19	18560489	18562550
19	18568047	18570047
19	18582673	18584694
19	18642509	18644509
19	18649224	18651224
19	18651560	18653706
19	18671902	18673902
19	18676974	18678974
19	18683506	18685506
19	18701987	18703987
19	18704066	18706066
19	18708415	18711506
19	18722791	18725795
19	18726858	18730028
19	18746876	18748876
19	18774113	18776113
19	18777937	18780701
19	18853949	18855949
19	18887193	18889193
19	18894076	18897348
19	18899098	18901865
19	18961982	18968730
19	18970635	18972722
19	18973319	18975319
19	18975484	18977484
19	18979054	18981168
19	18989050	18992210
19	18994036	18996036
19	19003299	19005299
19	19009513	19011513
19	19020783	19022783
19	19029077	19031611
19	19031678	19036091
19	19041348	19044769
19	19105069	19107069
19	19114072	19116332
19	19119789	19121789
19	19135467	19137781
19	19153810	19155810
19	19161577	19163863
19	19163983	19167655
19	19215502	19219817
19	19229830	19233385
19	19242956	19244956
19	19255687	19259594
19	19260489	19262489
19	19292477	19294477
19	19303867	19305867
19	19307018	19310035
19	19329006	19331006
19	19333990	19335990
19	19336821	19340439
19	19350437	19352471
19	19368416	19370506
19	19370895	19372895
19	19376305	19378305
19	19378513	19382885
19	19406987	19409111
19	19426323	19428369
19	19430689	19432703
19	19451137	19453137
19	19454691	19456691
19	19458967	19460967
19	19465116	19467116
19	19575195	19577392
19	19602512	19604512
19	19605638	19607643
19	19608313	19610313
19	19612165	19614165
19	19615190	19617190
19	19624987	19628081
19	19638786	19640786
19	19647155	19649274
19	19650979	19657556
19	19680066	19682463
19	19709157	19711157
19	19734174	19736174
19	19736387	19739097
19	19740059	19742338
19	19745013	19747521
19	19748140	19750140
19	19750362	19752362
19	19755787	19759522
19	19764937	19769177
19	19769513	19771714
19	19773140	19775407
19	19787681	19791976
19	19821218	19826182
19	19904508	19907201
19	19989957	19991958
19	20001473	20004486
19	20025140	20027203
19	20043186	20046326
19	20116288	20118651
19	20227939	20231110
19	20306801	20309644
19	20806177	20809187
19	21116801	21118857
19	21130873	21134078
19	21238487	21241819
19	21364575	21367627
19	21475103	21478515
19	21491048	21493048
19	21604905	21608675
19	21711573	21714409
19	21718148	21721784
19	21908496	21911523
19	21925883	21927906
19	21989602	21993579
19	21999734	22002993
19	22255303	22257303
19	22270741	22273146
19	22361861	22365389
19	22573458	22576777
19	22584674	22587310
19	22835805	22837805
19	22846250	22848956
19	23541271	23546530
19	23556502	23558525
19	23835236	23838076
19	23925428	23928742
19	23937337	23939356
19	24287791	24289791
19	24308361	24311406
19	29697791	29699824
19	30020083	30022124
19	30053795	30055795
19	30096223	30098223
19	30100442	30102442
19	30105147	30107264
19	30163762	30166126
19	30192654	30194732
19	30198252	30200252
19	30307110	30309375
19	30311703	30315634
19	30432556	30434556
19	30499021	30501160
19	30504829	30506847
19	30933513	30937431
19	31024797	31026797
19	31038040	31041303
19	31766881	31771542
19	32842839	32846111
19	32846556	32848556
19	32872509	32874509
19	32944872	32946872
19	32970443	32974148
19	33071166	33073166
19	33088165	33090165
19	33095827	33099655
19	33105615	33107615
19	33112434	33114480
19	33116700	33118700
19	33121322	33123322
19	33133475	33135475
19	33136472	33138472
19	33148861	33150861
19	33166256	33168865
19	33181993	33184351
19	33199275	33201275
19	33201777	33203777
19	33228775	33230775
19	33238422	33240422
19	33332137	33335837
19	33348350	33351804
19	33354032	33356032
19	33369203	33371203
19	33391167	33393223
19	33421353	33423353
19	33423549	33425549
19	33443519	33445595
19	33463987	33465993
19	33466592	33468592
19	33469902	33472129
19	33486042	33488116
19	33489564	33491564
19	33492200	33494266
19	33497918	33499967
19	33516426	33518426
19	33578037	33580037
19	33583366	33585366
19	33591409	33593409
19	33596703	33598703
19	33599767	33603718
19	33607799	33609799
19	33620048	33622048
19	33627625	33629625
19	33641196	33643196
19	33646428	33648441
19	33665304	33667304
19	33694649	33704794
19	33869598	33871601
19	33877312	33879849
19	33881255	33883255
19	33901631	33903631
19	33990906	33992906
19	34001004	34004632
19	34261922	34264487
19	34290408	34292408
19	34296882	34298900
19	34302802	34304802
19	34684496	34686496
19	34686560	34688628
19	34705043	34707043
19	34711577	34713577
19	34790496	34792496
19	34817928	34819928
19	34831562	34833984
19	34838918	34840918
19	34842743	34844764
19	34856269	34858320
19	34867409	34870900
19	34883896	34885896
19	34889900	34891900
19	34894647	34896647
19	34899221	34901227
19	34903754	34905755
19	34915923	34917923
19	34921801	34923801
19	34924800	34926800
19	34940190	34944037
19	34944180	34946180
19	34950471	34952471
19	34959010	34961010
19	35084409	35086409
19	35172717	35177114
19	35224955	35226955
19	35230638	35233368
19	35248936	35252178
19	35421772	35423840
19	35433239	35436723
19	35448481	35451312
19	35499227	35502215
19	35503460	35505510
19	35509143	35511321
19	35511482	35515188
19	35522525	35525683
19	35555525	35557819
19	35611012	35613012
19	35615220	35618859
19	35621360	35623360
19	35624544	35626549
19	35633252	35635252
19	35641380	35643380
19	35647331	35649331
19	35659500	35661500
19	35714867	35716930
19	35718140	35720576
19	35739038	35742258
19	35752510	35754510
19	35756323	35759750
19	35760351	35762459
19	35768960	35770960
19	35785697	35787764
19	35789493	35792163
19	35792533	35794533
19	35799973	35801973
19	35803312	35805312
19	35827734	35829914
19	35830891	35833839
19	35834748	35838119
19	35841733	35843992
19	35848813	35851648
19	35939912	35942491
19	35978370	35982348
19	35990473	35993758
19	36000099	36005153
19	36023426	36025426
19	36032313	36037001
19	36037024	36039319
19	36040538	36047429
19	36047661	36052747
19	36053168	36055168
19	36108886	36112143
19	36112545	36114841
19	36124167	36126181
19	36158427	36160427
19	36163381	36165381
19	36165876	36167877
19	36204815	36207296
19	36208132	36210132
19	36210374	36219440
19	36219864	36221864
19	36222161	36225316
19	36227599	36232929
19	36233727	36238720
19	36246881	36248881
19	36268200	36274734
19	36274948	36280276
19	36292160	36294160
19	36296417	36298671
19	36301894	36304753
19	36316513	36318513
19	36321017	36323376
19	36325622	36327622
19	36329422	36331447
19	36331686	36334171
19	36335421	36337433
19	36338251	36342346
19	36348319	36354865
19	36359637	36363181
19	36364418	36366418
19	36367643	36371298
19	36379794	36381804
19	36386642	36388862
19	36394066	36396066
19	36397397	36400115
19	36429341	36432638
19	36434481	36436840
19	36485239	36487319
19	36496387	36498727
19	36500891	36502944
19	36504126	36506126
19	36507840	36509840
19	36514357	36516357
19	36517100	36519100
19	36525362	36527399
19	36529605	36531605
19	36544945	36546987
19	36548757	36551928
19	36557854	36559854
19	36561472	36563559
19	36571424	36576580
19	36580358	36582359
19	36586935	36588935
19	36589309	36596690
19	36604126	36607468
19	36615602	36617602
19	36630912	36634573
19	36635923	36638204
19	36641390	36643569
19	36672680	36675557
19	36684204	36686950
19	36726478	36728478
19	36830616	36833059
19	36852100	36854100
19	36883485	36885744
19	36895578	36897578
19	36939221	36941788
19	37116448	37119326
19	37209223	37212557
19	37308486	37310868
19	37313254	37315254
19	37367146	37369681
19	37427070	37429070
19	37439805	37442738
19	37617143	37620825
19	37641487	37645324
19	37675404	37678109
19	37679948	37681948
19	37733069	37735069
19	37852272	37855440
19	37878380	37881774
19	37902535	37906073
19	37915792	37917792
19	37965832	37967832
19	37973920	37976803
19	38022259	38024259
19	38026818	38029774
19	38055481	38057714
19	38090943	38092943
19	38101430	38104917
19	38125021	38127913
19	38159105	38162051
19	38188389	38191734
19	38197829	38199830
19	38228991	38231918
19	38248239	38250239
19	38374984	38381816
19	38382505	38389862
19	38571280	38574705
19	38589640	38592803
19	38608990	38611313
19	38620257	38622257
19	38630856	38634315
19	38654412	38656412
19	38681853	38685365
19	38688153	38690153
19	38693782	38695782
19	38695847	38697847
19	38705835	38709477
19	38745787	38747952
19	38754577	38756577
19	38773395	38775395
19	38777566	38779566
19	38794546	38796582
19	38797235	38799235
19	38809700	38811904
19	38816327	38818875
19	38826933	38828951
19	38833239	38835986
19	38836160	38838160
19	38849186	38853384
19	38856811	38859761
19	38860316	38862316
19	38864480	38867988
19	38875170	38878789
19	38881912	38883923
19	38884031	38887758
19	38892808	38897216
19	38898501	38904605
19	38908191	38913609
19	38930428	38932463
19	38933430	38935430
19	38938100	38940100
19	38942585	38944624
19	38947856	38952040
19	38953119	38955119
19	38959064	38961064
19	38963127	38965339
19	38967499	38969499
19	38975229	38977659
19	38979746	38981746
19	38985945	38988524
19	38988881	38998472
19	39001226	39003229
19	39007195	39010954
19	39015100	39017100
19	39017344	39019344
19	39024796	39027667
19	39033283	39035283
19	39037886	39039886
19	39054772	39056772
19	39067667	39069668
19	39069706	39072143
19	39089775	39091775
19	39097771	39101647
19	39102262	39105563
19	39122282	39124296
19	39124724	39126724
19	39190733	39192733
19	39197778	39199778
19	39206741	39209702
19	39211224	39213224
19	39213633	39217547
19	39217649	39222834
19	39223780	39225780
19	39225900	39231735
19	39232700	39235681
19	39291728	39295406
19	39298555	39300555
19	39302070	39304521
19	39305604	39307604
19	39320963	39323364
19	39327070	39329070
19	39329853	39331868
19	39335612	39339057
19	39339418	39341564
19	39360302	39362769
19	39368886	39372357
19	39378770	39381510
19	39389819	39391819
19	39394945	39398904
19	39405732	39407732
19	39411200	39413273
19	39415886	39417886
19	39420947	39424331
19	39515087	39518623
19	39520688	39523792
19	39588745	39592810
19	39662554	39667061
19	39667371	39670199
19	39687710	39689710
19	39690106	39692106
19	39693816	39695877
19	39733733	39736548
19	39758323	39761635
19	39786450	39790052
19	39797496	39799864
19	39804248	39806941
19	39822731	39824731
19	39824932	39826932
19	39859524	39861717
19	39867310	39870140
19	39872858	39874896
19	39875646	39877954
19	39879727	39883050
19	39883273	39885273
19	39887105	39889267
19	39897567	39900292
19	39903729	39908012
19	39908621	39912302
19	39912402	39916733
19	39923316	39925316
19	39943052	39945052
19	39961322	39964951
19	39965930	39967955
19	39970223	39974532
19	39975210	39977915
19	39979400	39981400
19	39993760	39999208
19	40022281	40024281
19	40029361	40031625
19	40094312	40098870
19	40196963	40198963
19	40224031	40226031
19	40274304	40277664
19	40315422	40318542
19	40320070	40323463
19	40329874	40332367
19	40353310	40355310
19	40359937	40361937
19	40362007	40369834
19	40373023	40375025
19	40375898	40377946
19	40381736	40385589
19	40391360	40393597
19	40399277	40401277
19	40401460	40403460
19	40405008	40407016
19	40407123	40409811
19	40410831	40412999
19	40419105	40422537
19	40422979	40425325
19	40432140	40434822
19	40476137	40479118
19	40479197	40481435
19	40484824	40486824
19	40503312	40505312
19	40518568	40522296
19	40539336	40542883
19	40579530	40582988
19	40696996	40698996
19	40714128	40716128
19	40722151	40725188
19	40739954	40745001
19	40746891	40748891
19	40760070	40762140
19	40827026	40829026
19	40872700	40874700
19	40876595	40878595
19	40882962	40888056
19	40888761	40890761
19	40894744	40896744
19	40898994	40905486
19	40928204	40930358
19	40946532	40948532
19	40952950	40954950
19	40963144	40965447
19	40977644	40979644
19	40995011	40997011
19	41007068	41009730
19	41017889	41019889
19	41024717	41026717
19	41028399	41030525
19	41037676	41041145
19	41054137	41057172
19	41061041	41064230
19	41065112	41067160
19	41070353	41072392
19	41072791	41074889
19	41075449	41077555
19	41081803	41084153
19	41085551	41087551
19	41088372	41090372
19	41091767	41093767
19	41094003	41097670
19	41172397	41176819
19	41182147	41184151
19	41185866	41191455
19	41197022	41199255
19	41207572	41212303
19	41222203	41225081
19	41234254	41236254
19	41242671	41246268
19	41247393	41252098
19	41270030	41272030
19	41291801	41293801
19	41305747	41307771
19	41311583	41313583
19	41348801	41351647
19	41354777	41356885
19	41380603	41384898
19	41385526	41388578
19	41496288	41498288
19	41508934	41510934
19	41514122	41516122
19	41517318	41519318
19	41593907	41602850
19	41621409	41623426
19	41627001	41629837
19	41630417	41632417
19	41632809	41634841
19	41711331	41713331
19	41725756	41727756
19	41742966	41746125
19	41753436	41755436
19	41764475	41766695
19	41777127	41779127
19	41781194	41783194
19	41784054	41786056
19	41806527	41809667
19	41810619	41813401
19	41821479	41823479
19	41827593	41829593
19	41837150	41839160
19	41846920	41848920
19	41857769	41861879
19	41868384	41870384
19	41887739	41889802
19	41892501	41894501
19	41894722	41896722
19	41897817	41899817
19	41902132	41904132
19	41930659	41933563
19	41938337	41940337
19	41941351	41946795
19	41948205	41951027
19	42082739	42084739
19	42084828	42086880
19	42089756	42092810
19	42125991	42129097
19	42131113	42134306
19	42180354	42182354
19	42190022	42193030
19	42212670	42214949
19	42218588	42220588
19	42221235	42225908
19	42259742	42261742
19	42264201	42267092
19	42300881	42302881
19	42340250	42344293
19	42351590	42355600
19	42363904	42366273
19	42372136	42374136
19	42382114	42384114
19	42391907	42393907
19	42395670	42399592
19	42401622	42403622
19	42406519	42411098
19	42460058	42464050
19	42472037	42475657
19	42478933	42483210
19	42488082	42490524
19	42506503	42508831
19	42524579	42526579
19	42557474	42559521
19	42560074	42562074
19	42562506	42564506
19	42565637	42567790
19	42568381	42570892
19	42582109	42586316
19	42595241	42597242
19	42702620	42704950
19	42712885	42714926
19	42727575	42731536
19	42735275	42739767
19	42739807	42741812
19	42751803	42755716
19	42789927	42792272
19	42793540	42800172
19	42813046	42815046
19	42826847	42828940
19	42836847	42839302
19	42839311	42841451
19	42852829	42854829
19	42854843	42859834
19	42860084	42862084
19	42864141	42867300
19	42871787	42875888
19	42878983	42881839
19	42892091	42894091
19	42905030	42907211
19	42908570	42913426
19	42913665	42915772
19	42929734	42932022
19	43014764	43016764
19	43022273	43024273
19	43024485	43027337
19	43030318	43032434
19	43092010	43094026
19	43096692	43099982
19	43232329	43235129
19	43235954	43238078
19	43242000	43245531
19	43261172	43263225
19	43267100	43269213
19	43371932	43374084
19	43375145	43377145
19	43381135	43384682
19	43410223	43412223
19	43413758	43415900
19	43419310	43422915
19	43429060	43431696
19	43432625	43434862
19	43438713	43440786
19	43518385	43520385
19	43522103	43524196
19	43527864	43530108
19	43574982	43576982
19	43578506	43580787
19	43584111	43587704
19	43678528	43680528
19	43688213	43691539
19	43697716	43700204
19	43701178	43703335
19	43708637	43710682
19	43765088	43767202
19	43771227	43774562
19	43919040	43923093
19	43964520	43968426
19	43968655	43970655
19	43990217	43992217
19	44007221	44009221
19	44010007	44013986
19	44029709	44032275
19	44049022	44051022
19	44055339	44057954
19	44095255	44098030
19	44098044	44100044
19	44102155	44104195
19	44110823	44113262
19	44115474	44118769
19	44126564	44128564
19	44129307	44131316
19	44152248	44154248
19	44159711	44161711
19	44168529	44170529
19	44170774	44172774
19	44222109	44225043
19	44236525	44238525
19	44240815	44243301
19	44250940	44253175
19	44253761	44255761
19	44270746	44272746
19	44272892	44274946
19	44277391	44281715
19	44301672	44304061
19	44305503	44307503
19	44336657	44338696
19	44350168	44353389
19	44417394	44420263
19	44468215	44472174
19	44494728	44496728
19	44499427	44502511
19	44513573	44516558
19	44530203	44532203
19	44535189	44538046
19	44569917	44572260
19	44579539	44581539
19	44588999	44592260
19	44609973	44613312
19	44621348	44623348
19	44634905	44637487
19	44659524	44662974
19	44675269	44678076
19	44678167	44682739
19	44720979	44722979
19	44737864	44741426
19	44776087	44779451
19	44790536	44794164
19	44830828	44834643
19	44889654	44893162
19	44895570	44897602
19	44900381	44902381
19	44931910	44935277
19	44946030	44948030
19	44979759	44983140
19	45149616	45151779
19	45152329	45154329
19	45160083	45162083
19	45164022	45166022
19	45178645	45180645
19	45183519	45185565
19	45253602	45255602
19	45261848	45263848
19	45280303	45282382
19	45284723	45286723
19	45294664	45298472
19	45313496	45318521
19	45321109	45325017
19	45367734	45369890
19	45376592	45378592
19	45380530	45382860
19	45384475	45386489
19	45410881	45413303
19	45450743	45452743
19	45476824	45478824
19	45493169	45497019
19	45505210	45507210
19	45514294	45516517
19	45524452	45526452
19	45539718	45541727
19	45558745	45564825
19	45566606	45568722
19	45569817	45576375
19	45578026	45580026
19	45592754	45594754
19	45667214	45669225
19	45680371	45684032
19	45715364	45717364
19	45730482	45732482
19	45780803	45782803
19	45782923	45784923
19	45796665	45798665
19	45800078	45804085
19	45809902	45812692
19	45820098	45823909
19	45850252	45852290
19	45852679	45857031
19	45859626	45861791
19	45863781	45865781
19	45866504	45869404
19	45870986	45874490
19	45884890	45886890
19	45887881	45889881
19	45894206	45896363
19	45897885	45901144
19	45909440	45913492
19	45923552	45925552
19	45973012	45977063
19	45991677	45993677
19	45995478	45998899
19	46000918	46004757
19	46020026	46022026
19	46023619	46028875
19	46031553	46033553
19	46055784	46057784
19	46093040	46095864
19	46119886	46121897
19	46123564	46125784
19	46129057	46131057
19	46135182	46138712
19	46140792	46142792
19	46176366	46179020
19	46179976	46182472
19	46183988	46186104
19	46197833	46199833
19	46201069	46203069
19	46205190	46207190
19	46214467	46217643
19	46269281	46276943
19	46279689	46284129
19	46284533	46286533
